email,newPassword,shippingAddress
perf0961@hw05.local,Perf0961!,961 Duong So 12 - Quan 3 - TP.HCM
perf0962@hw05.local,Perf0962!,962 Duong So 13 - Quan 5 - TP.HCM
perf0963@hw05.local,Perf0963!,963 Duong So 14 - Quan 7 - TP.HCM
perf0964@hw05.local,Perf0964!,964 Duong So 15 - Quan 10 - TP.HCM
perf0965@hw05.local,Perf0965!,965 Duong So 16 - Quan Binh Thanh - TP.HCM
perf0966@hw05.local,Perf0966!,966 Duong So 17 - Quan Phu Nhuan - TP.HCM
perf0967@hw05.local,Perf0967!,967 Duong So 18 - Quan Go Vap - TP.HCM
perf0968@hw05.local,Perf0968!,968 Duong So 19 - TP Thu Duc - TP.HCM
perf0969@hw05.local,Perf0969!,969 Duong So 20 - Quan Tan Binh - TP.HCM
perf0970@hw05.local,Perf0970!,970 Duong So 21 - Quan 1 - TP.HCM
perf0971@hw05.local,Perf0971!,971 Duong So 22 - Quan 3 - TP.HCM
perf0972@hw05.local,Perf0972!,972 Duong So 23 - Quan 5 - TP.HCM
perf0973@hw05.local,Perf0973!,973 Duong So 24 - Quan 7 - TP.HCM
perf0974@hw05.local,Perf0974!,974 Duong So 25 - Quan 10 - TP.HCM
perf0975@hw05.local,Perf0975!,975 Duong So 26 - Quan Binh Thanh - TP.HCM
perf0976@hw05.local,Perf0976!,976 Duong So 27 - Quan Phu Nhuan - TP.HCM
perf0977@hw05.local,Perf0977!,977 Duong So 28 - Quan Go Vap - TP.HCM
perf0978@hw05.local,Perf0978!,978 Duong So 29 - TP Thu Duc - TP.HCM
perf0979@hw05.local,Perf0979!,979 Duong So 30 - Quan Tan Binh - TP.HCM
perf0980@hw05.local,Perf0980!,980 Duong So 31 - Quan 1 - TP.HCM
perf0981@hw05.local,Perf0981!,981 Duong So 32 - Quan 3 - TP.HCM
perf0982@hw05.local,Perf0982!,982 Duong So 33 - Quan 5 - TP.HCM
perf0983@hw05.local,Perf0983!,983 Duong So 34 - Quan 7 - TP.HCM
perf0984@hw05.local,Perf0984!,984 Duong So 35 - Quan 10 - TP.HCM
perf0985@hw05.local,Perf0985!,985 Duong So 36 - Quan Binh Thanh - TP.HCM
perf0986@hw05.local,Perf0986!,986 Duong So 37 - Quan Phu Nhuan - TP.HCM
perf0987@hw05.local,Perf0987!,987 Duong So 38 - Quan Go Vap - TP.HCM
perf0988@hw05.local,Perf0988!,988 Duong So 39 - TP Thu Duc - TP.HCM
perf0989@hw05.local,Perf0989!,989 Duong So 40 - Quan Tan Binh - TP.HCM
perf0990@hw05.local,Perf0990!,990 Duong So 41 - Quan 1 - TP.HCM
perf0991@hw05.local,Perf0991!,991 Duong So 42 - Quan 3 - TP.HCM
perf0992@hw05.local,Perf0992!,992 Duong So 43 - Quan 5 - TP.HCM
perf0993@hw05.local,Perf0993!,993 Duong So 44 - Quan 7 - TP.HCM
perf0994@hw05.local,Perf0994!,994 Duong So 45 - Quan 10 - TP.HCM
perf0995@hw05.local,Perf0995!,995 Duong So 46 - Quan Binh Thanh - TP.HCM
perf0996@hw05.local,Perf0996!,996 Duong So 47 - Quan Phu Nhuan - TP.HCM
perf0997@hw05.local,Perf0997!,997 Duong So 48 - Quan Go Vap - TP.HCM
perf0998@hw05.local,Perf0998!,998 Duong So 49 - TP Thu Duc - TP.HCM
perf0999@hw05.local,Perf0999!,999 Duong So 50 - Quan Tan Binh - TP.HCM
perf1000@hw05.local,Perf1000!,1000 Duong So 1 - Quan 1 - TP.HCM
